	Title	Location	Company	Salary	Synopsis	mean_annual_salary
1984	Senior Evaluation Associate/Data Analyst	Hybrid remote in Tucson, AZ 85745	LeCroy & Milligan Associates, Inc.	$50,000 - $85,000 a year	Join our growing team! LeCroy & Milligan Associates, Inc. invites applications for a Senior Evaluation Associate/Data Analyst. As a member of a multi…	67500.0
1985	Senior Data Scientist at Rent-to-Own Startup	Remote in Tucson, AZ 85704	Recruiting From Scratch	$120,000 - $190,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	155000.0
1986	Senior Research and Data Analyst (Data Scientist) (Oro Valle...	Oro Valley, AZ 85737	University of Arizona	$62,038 - $75,000 a year	SENIOR RESEARCH AND DATA ANALYST (DATA SCIENTIST) (ORO VALLEY, AZ) Posting Number req9292 Department Vet Med Administration Department Website Link https:/…	68519.0
1987	Head of Machine Learning - Document Analysis and NLP	Remote in Tucson, AZ 85704+5 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	170000.0
1988	Data Scientist, CyVerse	Tucson, AZ+1 location	University of Arizona	$55,000 - $75,000 a year	DATA SCIENTIST, CYVERSE Posting Number req8763 Department BIO5 Institute Department Website Link https://bio5.org/ Location Main Campus Address Tucson, AZ USA…	65000.0
1989	Data Plane Engineer	Remote in Tucson, AZ 85704	Recruiting From Scratch	$140,000 - $200,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	170000.0
1990	Principal ML & NLP Engineer	Remote in Tucson, AZ 85704	Recruiting From Scratch	$140,000 - $200,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	170000.0
1991	Director, Data Science- SMB Labs	Remote in United States	Indeed	$214,000 - $310,000 a year	Your Job We are seeking a Director of Data Science in the Small Medium Business (SMB) Labs group. In this role, you will lead teams of machine learning…	262000.0
1992	Senior Evaluation Associate/Data Analyst	Hybrid remote in Tucson, AZ 85745	LeCroy & Milligan Associates, Inc.	$50,000 - $85,000 a year	Demonstrated experience in analysis of quantitative data.Analyzing and interpreting quantitative data with varying degrees of complexity.	67500.0
1993	Senior Data Scientist at Rent-to-Own Startup	Remote in Tucson, AZ 85704	Recruiting From Scratch	$120,000 - $190,000 a year	You have 3+ years of experience working in data science.Day to day, you will perform a mix of exploratory data analysis, statistical modeling, software…	155000.0
1994	Data Scientist, CyVerse	Tucson, AZ+1 location	University of Arizona	$55,000 - $75,000 a year	In computer science, information technology, or a data-intensive science with a demonstrated track record working with scientists.	65000.0
1995	Senior Research and Data Analyst (Data Scientist) (Oro Valle...	Oro Valley, AZ 85737	University of Arizona	$62,038 - $75,000 a year	In addition, the analyst will be responsible for managing a large longitudinal dataset by combining data from multiple data sources.	68519.0
1996	Head of Machine Learning - Document Analysis and NLP	Remote in Tucson, AZ 85704+5 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Given you are constructing the foundation on which our client's global data infrastructure will be built, you need to pay close attention to detail and maintain…	170000.0
1997	Data Plane Engineer	Remote in Tucson, AZ 85704	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Strong programming experience in c/c++.	170000.0
1998	Principal ML & NLP Engineer	Remote in Tucson, AZ 85704	Recruiting From Scratch	$140,000 - $200,000 a year	Given you are constructing the foundation on which our global data infrastructure will be built, you need to pay close attention to detail and maintain a…	170000.0
1999	Battery Scientist	Tulsa, OK 74103 (Downtown area)	Ten-Nine Technologies	$80,000 - $90,000 a year	Experience with data management and automation.The Battery Scientist will assist in the creation of novel battery systems in both the single-use and…	85000.0
2000	Senior Full Stack Software Engineer (Enterprise)	Remote in Oklahoma	Indeed	$143,000 - $207,000 a year	Our platform integrates with all teams across Indeed and requires highly technical, innovative, flexible thinkers with excellent communication and passion for…	175000.0
2001	Staff Product Scientist - AI Ethics	United States	Indeed	$164,000 - $239,000 a year	7+ years of professional industry experience in product analytics/data analysis.The Staff Product Scientist will help define and lead the way algorithmic…	201500.0
2002	DIRECTOR, ADVANCED ANALYTIC DELIVERY - DATA SCIENCE	Virginia Beach, VA	Sentara Healthcare	$47.85 - $66.00 an hour	The Dir, Clinical Analytics is responsible for managing a portfolio of advanced analytic services within the Enterprise Analytics team. DIR, ADVANCED ANALYTIC…	113850.0
2003	Lead Data Scientist	Norfolk, VA 23513 (Foxhall area)	Huntington Ingalls Industries	$93,341 - $145,000 a year	Alion HII-TSD has been providing modeling and simulation software to the Navy Service Program for over 20 years, and the exciting work we do for this customer…	119170.5
2004	Senior Machine Learning Operations Engineer	Remote in Virginia Beach, VA	Harnham	$160,000 - $180,000 a year	Senior Machine Learning Operations Engineer Green-Tech Virginia, US (Remote) $160,000-$180,000 + Significant Equity, Benefits and Bonus You will be…	170000.0
2005	Senior Data Scientist at Rent-to-Own Startup	Remote in Wichita, KS 67212	Recruiting From Scratch	$120,000 - $190,000 a year	You have 3+ years of experience working in data science.Day to day, you will perform a mix of exploratory data analysis, statistical modeling, software…	155000.0
2006	Senior Data Scientist/Machine Learning Engineer	Remote in Wichita, KS 67212+5 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Work with cross-functional teams, including lawyers, data protection and security researchers.Gather training data, and train and evaluate state-of-the-art…	170000.0
2007	Data Plane Engineer	Remote in Wichita, KS 67212	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Who is Recruiting from Scratch:	170000.0
2008	Principal ML & NLP Engineer	Remote in Wichita, KS 67212	Recruiting From Scratch	$140,000 - $200,000 a year	Given you are constructing the foundation on which our global data infrastructure will be built, you need to pay close attention to detail and maintain a…	170000.0
2009	Data Plane Engineer	Remote in Wichita, KS 67212	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Strong programming experience in c/c++.	170000.0
2010	Senior Data Scientist at Rent-to-Own Startup	Remote in Wichita, KS 67212+5 locations	Recruiting From Scratch	$120,000 - $190,000 a year	You have 3+ years of experience working in data science.Day to day, you will perform a mix of exploratory data analysis, statistical modeling, software…	155000.0
2011	Senior Data Scientist/Machine Learning Engineer	Remote in Wichita, KS 67212+1 location	Recruiting From Scratch	$140,000 - $200,000 a year	Work with cross-functional teams, including lawyers, data protection and security researchers.Gather training data, and train and evaluate state-of-the-art…	170000.0
2012	Machine Learning Engineer, Platform	Remote in Wichita, KS 67212	Recruiting From Scratch	$150,000 - $190,000 a year	Orchestrate large scale machine learning data pipelines (experience with Prefect, Airlflow, Luigi, or similar framework will be helpful).	170000.0
2013	Lead Data Scientist	Cleveland, OH	Sherwin-Williams	$135,000 - $155,000 a year	The role will engage and have regular discussions with other data scientists, data analysts, and internal customers to successfully move a given project forward…	145000.0
2014	Data Scientist Senior or Lead	Cleveland, OH 44115 (Downtown area)+3 locations	Progressive	$80,300 - $131,500 a year	And in using various database tools (e.g. Hadoop, SQL) processing large volumes of structured and unstructured data.	105900.0
2015	Data Scientist	McLean, VA 22102+3 locations	Peraton	Up to $140,421 a year	Handle processing and index requests against high-volume collections of data and high-velocity data streams.Requires strong technical and computational skills …	140421.0
2016	Senior Data Scientist	McLean, VA 22102	Peraton	Up to $244,150 a year	Handle processing and index requests against high-volume collections of data and high-velocity data streams.Has used advance tools and computational skills to…	244150.0
2017	Data Scientist	Springfield, VA+2 locations	Accenture Federal Services	Up to $10,000 a month	Explores data sets and verifies data quality to gain an understanding of relevant data, then identifies differences in data distribution that could affect…	120000.0
2018	Data Plane Engineer	Remote in Chevy Chase, MD 20815+2 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Strong programming experience in c/c++.	170000.0
2019	Senior Systems Engineer for AI/ML	Springfield, VA 22150	Blue Clarity	$120,000 - $180,000 a year	Clearance: An active government security clearance is REQUIRED.*.Blue Clarity (formerly Blue Compass, LLC) blends strategy and analytics with customer insights…	150000.0
