	Title	Location	Company	Salary	Synopsis	origin	mean_annual_salary
3796	Senior Data Analyst - Enterprise Information Warehouse	Remote in Chalfont, PA	FedEx Services	$5,633 - $8,489 a month	Minimum (5) years work experience with implementing data solutions and/or executing data analysis and scientific measurements within a modern data platform.	Philadelphia	84732.0
3797	Principal ML & NLP Engineer	Remote in Philadelphia, PA 19104	Recruiting From Scratch	$140,000 - $200,000 a year	Given you are constructing the foundation on which our global data infrastructure will be built, you need to pay close attention to detail and maintain a…	Philadelphia	170000.0
3798	Data Scientist - Entry to Expert Level Virtual Hiring Event	United States	National Security Agency (NSA)	$74,682 - $176,300 a year	Passing this examination is a requirement in order to be considered for selection into a data scientist position.	Philadelphia	125491.0
3799	Senior Data Scientist - International	United States	Indeed	$123,000 - $179,000 a year	Passion to answer Product/Engineering questions with data.Can train and deploy deep learning models for natural language data.	Philadelphia	151000.0
3800	Senior Data Scientist	United States	Good Parents Inc.	From $110,000 a year	REST APIs, data pipelines and annotation tools.Experience or familiarity with data exploration, analysis and visualization tools.	Philadelphia	110000.0
3801	Marketing Data Science Manager	United States	Indeed	$145,000 - $210,000 a year	Participate and help hire, onboard, and coach marketing data scientists.Working knowledge of algorithms and data structures.	Philadelphia	177500.0
3802	Senior Statistical Programmer	United States	AL2S3 LTD	Up to $150,000 a year	You will be working with some of the most advanced analytics.	Philadelphia	150000.0
3803	Principal Statistical Programmer	United States	AL2S3 LTD	$150,000 - $170,000 a year	They are proud of their culture of engagement and accountability that rewards employees for innovative thinking and achievement of key objectives.	Philadelphia	160000.0
3804	Director, Data Science- SMB Labs	Remote in United States	Indeed	$214,000 - $310,000 a year	In this role, you will lead teams of machine learning engineers, scientists, and statisticians who exhibit high energy, deep technical skills, and a drive to…	Philadelphia	262000.0
3805	Senior Consultant - AI/ML Engineer	United States	Harnham	$140,000 - $150,000 a year	You will also play a leadership role in modestly sized data teams.You will be responsible for delivering on client data science projects from end-to-end.	Philadelphia	145000.0
3806	Senior Data Scientist (AWS)	Wayne, PA	Purple Drive Technologies	$65 an hour	. Highly proficient in SQL and data manipulation techniques.3+ years of experience with data scripting languages (e.g SQL, Python, R etc.).	Philadelphia	135200.0
3807	Senior Data Scientist at Rent-to-Own Startup	Remote in Philadelphia, PA 19104	Recruiting From Scratch	$120,000 - $190,000 a year	You have 3+ years of experience working in data science.Day to day, you will perform a mix of exploratory data analysis, statistical modeling, software…	Philadelphia	155000.0
3808	Engineering Manager (Data Science, Python)	Philadelphia, PA 19103	Near-Miss Management	$140,000 - $200,000 a year	Experience in data science and data engineering.On the development front, you will have two types of responsibilities: (a) further improvement of existing data…	Philadelphia	170000.0
3809	Senior Data Scientist at Rent-to-Own Startup	Remote in Philadelphia, PA 19104+5 locations	Recruiting From Scratch	$120,000 - $190,000 a year	You have 3+ years of experience working in data science.Day to day, you will perform a mix of exploratory data analysis, statistical modeling, software…	Philadelphia	155000.0
3810	Senior Data Scientist/Machine Learning Engineer	Remote in Philadelphia, PA 19104+1 location	Recruiting From Scratch	$140,000 - $200,000 a year	Work with cross-functional teams, including lawyers, data protection and security researchers.Gather training data, and train and evaluate state-of-the-art…	Philadelphia	170000.0
3811	SR. STATISTICAL PROGRAMMER	King of Prussia, PA 19406	PVR Technologies	$101,525 a year	Duties: Manage & mentor statistical programmers to develop, maintain standard operating procedures related to statistical programming; Manage & Work with team…	Philadelphia	101525.0
3812	ML Engineer (Reinforcement Learning)	King of Prussia, PA 19406	The Stratagem Group, Inc	$120,000 - $205,000 a year	Description: This position is for an ML Engineer that will develop cutting-edge AI/ML algorithms with a focus on reinforcement learning (RL). You'll have the…	Philadelphia	162500.0
3813	Senior Data Analyst - Enterprise Information Warehouse	Remote in Chalfont, PA	FedEx Services	$5,633 - $8,489 a month	Company: FedEx Services Job Title: Senior Data Analyst - Enterprise Information Warehouse Job Requisition Number: RC509533 Category: Decision Science &…	Philadelphia	84732.0
3814	Senior Data Scientist (AWS)	Wayne, PA	Purple Drive Technologies	$65 an hour	3+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab). . 2 years…	Philadelphia	135200.0
3815	Machine Learning Engineer	Bristol, PA 19007	Data-Core System, Inc.	$125,000 - $175,000 a year	AILabs is a startup founded by Data-Core Systems, a 3-decade old tech outsourcing company. AILabs is dedicated to applying cutting edge machine learning models…	Philadelphia	150000.0
3816	Data Plane Engineer	Remote in Philadelphia, PA 19104	Recruiting From Scratch	$140,000 - $200,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	Philadelphia	170000.0
3817	Engineering Manager (Data Science, Python)	Philadelphia, PA 19103	Near-Miss Management	$140,000 - $200,000 a year	Near-Miss Management (NMM) is seeking a talented and highly motivated Engineering Manager to further develop and scale its unique web-based data analytics…	Philadelphia	170000.0
3818	Head of Machine Learning - Document Analysis and NLP	Remote in Philadelphia, PA 19104+4 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	Philadelphia	170000.0
3819	Natural language Processing Engineer	Philadelphia, PA 19103 (Logan Square area)	TREND Community	$76,391 - $120,348 a year	*About TREND Community* Founded in 2017 by parents of a child born with a rare disease, TREND Community’s vision is to revolutionize the world’s…	Philadelphia	98369.5
3820	eCommerce Data Marketing Analyst (Sr. Data Analyst II)	Philadelphia, PA 19255 (City Center East area)	Shutterfly	$94,700 a year	At Shutterfly, we’re all about people — bringing them together, making them feel welcome, and connecting them to experiences. We make our customers’ memories…	Philadelphia	94700.0
3821	Big Data Engineer Co-Op	Philadelphia, PA 19103 (Logan Square area)	Carpenter Technology	$27 - $30 an hour	Maintenance of data definitions, and mappings between various data sources.Data integration pipelines between manufacturing data, SQL Server, and Oracle data…	Philadelphia	59280.0
3822	AI/ML Engineer	King of Prussia, PA 19406+1 location	The Stratagem Group, Inc	$60,000 - $135,000 a year	Analyzing large multi-domain datasets such as images, text, and/or graph data to identify statistically relevant features to build models that provide analysts…	Philadelphia	97500.0
3823	Senior AI/ML Engineer	King of Prussia, PA 19406	The Stratagem Group, Inc	$105,000 - $190,000 a year	5-9+ years of experience, preferably in software development or as a data scientist.Analyzing large multi-domain datasets such as images, text, and/or graph…	Philadelphia	147500.0
3824	Data Scientist	Trevose, PA 19053	Advertising Specialty Institute	$120,000 a year	Act as an internal consultant to the business units to help them access the data they need and provide expert guidance on challenging data questions from…	Philadelphia	120000.0
3825	ML Engineer at Sleep Startup	Remote in Philadelphia, PA 19104+1 location	Recruiting From Scratch	$180,000 - $250,000 a year	Orchestrate large scale machine learning data pipelines (experience with Prefect, Airlflow, Luigi, or similar framework will be helpful).	Philadelphia	215000.0
3826	Postdoctoral Associate - Machine Learning in Thermal-fluid	Philadelphia, PA 19104 (University City area)	Drexel University	$52,000 - $60,000 a year	About the role: *The candidate will work in a convergent team environment with data scientists and engineers to integrate machine learning, data science, and…	Philadelphia	56000.0
3827	Head of Machine Learning - Document Analysis and NLP	Remote in Philadelphia, PA 19104+2 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Given you are constructing the foundation on which our client's global data infrastructure will be built, you need to pay close attention to detail and maintain…	Philadelphia	170000.0
3828	Engineering Manager (Data Science, Python)	Philadelphia, PA 19103	Near-Miss Management	$140,000 - $200,000 a year	Experience in data science and data engineering.Near-Miss Management (NMM) is seeking a talented and highly motivated Engineering Manager to further develop…	Philadelphia	170000.0
3829	Data Scientist	Remote in Phoenix, AZ 85021	CyberCoders	$100,000 - $110,000 a year	Translate data analysis to guide business decisions.Created data visualizations to help business leaders understand their business problems and the proposed…	Phoenix	105000.0
3830	Senior Data Scientist/Machine Learning Engineer	Phoenix, AZ	Salesforce	$82,400 a year	Build tools to monitor data pipeline performance, data quality and models in production.Experience working as part of a data team working with mature data…	Phoenix	82400.0
3831	Data Analyst/Senior Data Analyst	Mesa, AZ+1 location	City of Mesa, AZ	$59,820 - $88,561 a year	This position is expected to assess and promote data-driven practices that will improve City operations and outcomes for Mesa residents and visitors.	Phoenix	74190.5
3832	Sr Data Science Specialist	Phoenix, AZ 85004 (Central City area)	Arizona State University	$85,000 - $115,000 a year	This data is then usable in data science, individually or linked with other data sources.Create analytic data sets from source data and conduct statistical…	Phoenix	100000.0
